ID	CATEGORY	CONTEXT	ENGLISH_SOURCE	RUSSIAN_EFFECTIVE	ORIGIN
SF-RU-0571	MISSION_TEXT	mission 15, entry 08	Viral carrier tagged. %d remaining	НОСИТЕЛЬ ПОМЕЧЕН. ОСТАЛОСЬ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0572	MISSION_TEXT	mission 15, entry 09	Erikson	ЭРИКСОН	proofread native override (replaces mission_menu.dat)
SF-RU-0573	MISSION_TEXT	mission 16, entry 01	Get to warehouse 76	ДОБРАТЬСЯ ДО СКЛАДА 76	proofread native override (replaces mission_menu.dat)
SF-RU-0574	MISSION_TEXT	mission 16, entry 02	Turn off power to electric fences	ОТКЛЮЧИТЬ ПИТАНИЕ ЭЛЕКТРИЧЕСКИХ ОГРАЖДЕНИЙ	proofread native override (replaces mission_menu.dat)
SF-RU-0575	MISSION_TEXT	mission 16, entry 03	Find and interrogate Erikson	НАЙТИ И ДОПРОСИТЬ ЭРИКСОНА	proofread native override (replaces mission_menu.dat)
SF-RU-0576	MISSION_TEXT	mission 16, entry 04	Do not kill Erikson before you've gotten the computer codes	НЕ УБИВАТЬ ЭРИКСОНА ДО ПОЛУЧЕНИЯ КОДОВ	proofread native override (replaces mission_menu.dat)
SF-RU-0577	MISSION_TEXT	mission 16, entry 05	Get to freight elevator	ДОБРАТЬСЯ ДО ГРУЗОВОГО ЛИФТА	proofread native override (replaces mission_menu.dat)
SF-RU-0578	MISSION_TEXT	mission 16, entry 06	Get out before the building collapses in 15 minutes	ПОКИНУТЬ ЗДАНИЕ ЗА 15 МИНУТ, ДО ЕГО ОБРУШЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0579	MISSION_TEXT	mission 16, entry 07	Locate and tag %d%s viral carrier%s	НАЙТИ И ПОМЕТИТЬ НОСИТЕЛЕЙ ВИРУСА: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0580	MISSION_TEXT	mission 16, entry 08	Viral carrier tagged. %d remaining	НОСИТЕЛЬ ПОМЕЧЕН. ОСТАЛОСЬ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0581	MISSION_TEXT	mission 16, entry 09	Erikson	ЭРИКСОН	proofread native override (replaces mission_menu.dat)
SF-RU-0582	MISSION_TEXT	mission 17, entry 01	Get to warehouse 76	ДОБРАТЬСЯ ДО СКЛАДА 76	proofread native override (replaces mission_menu.dat)
SF-RU-0583	MISSION_TEXT	mission 17, entry 02	Turn off power to electric fences	ОТКЛЮЧИТЬ ПИТАНИЕ ЭЛЕКТРИЧЕСКИХ ОГРАЖДЕНИЙ	proofread native override (replaces mission_menu.dat)
SF-RU-0584	MISSION_TEXT	mission 17, entry 03	Find and interrogate Erikson	НАЙТИ И ДОПРОСИТЬ ЭРИКСОНА	proofread native override (replaces mission_menu.dat)
SF-RU-0585	MISSION_TEXT	mission 17, entry 04	Do not kill Erikson before you've gotten the computer codes	НЕ УБИВАТЬ ЭРИКСОНА ДО ПОЛУЧЕНИЯ КОДОВ	proofread native override (replaces mission_menu.dat)
SF-RU-0586	MISSION_TEXT	mission 17, entry 05	Get to freight elevator	ДОБРАТЬСЯ ДО ГРУЗОВОГО ЛИФТА	proofread native override (replaces mission_menu.dat)
SF-RU-0587	MISSION_TEXT	mission 17, entry 06	Get out before the building collapses in 15 minutes	ПОКИНУТЬ ЗДАНИЕ ЗА 15 МИНУТ, ДО ЕГО ОБРУШЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0588	MISSION_TEXT	mission 17, entry 07	Locate and tag %d%s viral carrier%s	НАЙТИ И ПОМЕТИТЬ НОСИТЕЛЕЙ ВИРУСА: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0589	MISSION_TEXT	mission 17, entry 08	Viral carrier tagged. %d remaining	НОСИТЕЛЬ ПОМЕЧЕН. ОСТАЛОСЬ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0590	MISSION_TEXT	mission 17, entry 09	Erikson	ЭРИКСОН	proofread native override (replaces mission_menu.dat)
SF-RU-0591	MISSION_TEXT	mission 18, entry 01	Shut down power room	ОТКЛЮЧИТЬ ЭНЕРГОБЛОК	proofread native override (replaces mission_menu.dat)
SF-RU-0592	MISSION_TEXT	mission 18, entry 02	Reroute power to elevator	ПЕРЕНАПРАВИТЬ ПИТАНИЕ НА ЛИФТ	proofread native override (replaces mission_menu.dat)
SF-RU-0593	MISSION_TEXT	mission 18, entry 03	Access missile command computer	ПОЛУЧИТЬ ДОСТУП К КОМПЬЮТЕРУ УПРАВЛЕНИЯ РАКЕТОЙ	proofread native override (replaces mission_menu.dat)
SF-RU-0594	MISSION_TEXT	mission 18, entry 04	Retrieve missile destruct codes	ПОЛУЧИТЬ КОДЫ САМОУНИЧТОЖЕНИЯ РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0595	MISSION_TEXT	mission 18, entry 05	Command computer must be accessed within 3 minutes after launch	ПОЛУЧИТЬ ДОСТУП К КОМПЬЮТЕРУ В ТЕЧЕНИЕ 3 МИНУТ ПОСЛЕ ЗАПУСКА	proofread native override (replaces mission_menu.dat)
SF-RU-0596	MISSION_TEXT	mission 18, entry 06	Destruct codes must be retrieved before the missile launches	ПОЛУЧИТЬ КОДЫ ДО ЗАПУСКА РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0597	MISSION_TEXT	mission 18, entry 07	Do not shoot at the missile	НЕ СТРЕЛЯТЬ ПО РАКЕТЕ	proofread native override (replaces mission_menu.dat)
SF-RU-0598	MISSION_TEXT	mission 18, entry 08	No Power	НЕТ ПИТАНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0599	MISSION_TEXT	mission 18, entry 09	Power Relay	СИЛОВОЕ РЕЛЕ	proofread native override (replaces mission_menu.dat)
SF-RU-0600	MISSION_TEXT	mission 18, entry 10	Elevator Control Panel	ПУЛЬТ УПРАВЛЕНИЯ ЛИФТОМ	proofread native override (replaces mission_menu.dat)
SF-RU-0601	MISSION_TEXT	mission 18, entry 11	Elevator activated	ЛИФТ ВКЛЮЧЁН	proofread native override (replaces mission_menu.dat)
SF-RU-0602	MISSION_TEXT	mission 18, entry 12	Control Panel	ПУЛЬТ УПРАВЛЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0603	MISSION_TEXT	mission 18, entry 13	Safety Released	БЛОКИРОВКА СНЯТА	proofread native override (replaces mission_menu.dat)
SF-RU-0604	MISSION_TEXT	mission 18, entry 14	Need missile codes	НУЖНЫ КОДЫ САМОУНИЧТОЖЕНИЯ РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0605	MISSION_TEXT	mission 18, entry 15	R-9 Devyatka Missile	РАКЕТА R-9 ДЕВЯТКА	proofread native override (replaces mission_menu.dat)
SF-RU-0606	MISSION_TEXT	mission 18, entry 16	Command Computer	КОМПЬЮТЕР УПРАВЛЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0607	MISSION_TEXT	mission 19, entry 01	Shut down power room	ОТКЛЮЧИТЬ ЭНЕРГОБЛОК	proofread native override (replaces mission_menu.dat)
SF-RU-0608	MISSION_TEXT	mission 19, entry 02	Reroute power to elevator	ПЕРЕНАПРАВИТЬ ПИТАНИЕ НА ЛИФТ	proofread native override (replaces mission_menu.dat)
SF-RU-0609	MISSION_TEXT	mission 19, entry 03	Access missile command computer	ПОЛУЧИТЬ ДОСТУП К КОМПЬЮТЕРУ УПРАВЛЕНИЯ РАКЕТОЙ	proofread native override (replaces mission_menu.dat)
SF-RU-0610	MISSION_TEXT	mission 19, entry 04	Retrieve missile destruct codes	ПОЛУЧИТЬ КОДЫ САМОУНИЧТОЖЕНИЯ РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0611	MISSION_TEXT	mission 19, entry 05	Command computer must be accessed within 3 minutes after launch	ПОЛУЧИТЬ ДОСТУП К КОМПЬЮТЕРУ В ТЕЧЕНИЕ 3 МИНУТ ПОСЛЕ ЗАПУСКА	proofread native override (replaces mission_menu.dat)
SF-RU-0612	MISSION_TEXT	mission 19, entry 06	Destruct codes must be retrieved before the missile launches	ПОЛУЧИТЬ КОДЫ ДО ЗАПУСКА РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0613	MISSION_TEXT	mission 19, entry 07	Do not shoot at the missile	НЕ СТРЕЛЯТЬ ПО РАКЕТЕ	proofread native override (replaces mission_menu.dat)
SF-RU-0614	MISSION_TEXT	mission 19, entry 08	No Power	НЕТ ПИТАНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0615	MISSION_TEXT	mission 19, entry 09	Power Relay	СИЛОВОЕ РЕЛЕ	proofread native override (replaces mission_menu.dat)
SF-RU-0616	MISSION_TEXT	mission 19, entry 10	Elevator Control Panel	ПУЛЬТ УПРАВЛЕНИЯ ЛИФТОМ	proofread native override (replaces mission_menu.dat)
SF-RU-0617	MISSION_TEXT	mission 19, entry 11	Elevator activated	ЛИФТ ВКЛЮЧЁН	proofread native override (replaces mission_menu.dat)
SF-RU-0618	MISSION_TEXT	mission 19, entry 12	Control Panel	ПУЛЬТ УПРАВЛЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0619	MISSION_TEXT	mission 19, entry 13	Safety Released	БЛОКИРОВКА СНЯТА	proofread native override (replaces mission_menu.dat)
SF-RU-0620	MISSION_TEXT	mission 19, entry 14	Need missile codes	НУЖНЫ КОДЫ САМОУНИЧТОЖЕНИЯ РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0621	MISSION_TEXT	mission 19, entry 15	R-9 Devyatka Missile	РАКЕТА R-9 ДЕВЯТКА	proofread native override (replaces mission_menu.dat)
SF-RU-0622	MISSION_TEXT	mission 19, entry 16	Command Computer	КОМПЬЮТЕР УПРАВЛЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0623	MISSION_TEXT	mission 20, entry 01	Shut down power room	ОТКЛЮЧИТЬ ЭНЕРГОБЛОК	proofread native override (replaces mission_menu.dat)
SF-RU-0624	MISSION_TEXT	mission 20, entry 02	Reroute power to elevator	ПЕРЕНАПРАВИТЬ ПИТАНИЕ НА ЛИФТ	proofread native override (replaces mission_menu.dat)
SF-RU-0625	MISSION_TEXT	mission 20, entry 03	Access missile command computer	ПОЛУЧИТЬ ДОСТУП К КОМПЬЮТЕРУ УПРАВЛЕНИЯ РАКЕТОЙ	proofread native override (replaces mission_menu.dat)
SF-RU-0626	MISSION_TEXT	mission 20, entry 04	Retrieve missile destruct codes	ПОЛУЧИТЬ КОДЫ САМОУНИЧТОЖЕНИЯ РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0627	MISSION_TEXT	mission 20, entry 05	Command computer must be accessed within 3 minutes after launch	ПОЛУЧИТЬ ДОСТУП К КОМПЬЮТЕРУ В ТЕЧЕНИЕ 3 МИНУТ ПОСЛЕ ЗАПУСКА	proofread native override (replaces mission_menu.dat)
SF-RU-0628	MISSION_TEXT	mission 20, entry 06	Destruct codes must be retrieved before the missile launches	ПОЛУЧИТЬ КОДЫ ДО ЗАПУСКА РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0629	MISSION_TEXT	mission 20, entry 07	Do not shoot at the missile	НЕ СТРЕЛЯТЬ ПО РАКЕТЕ	proofread native override (replaces mission_menu.dat)
SF-RU-0630	MISSION_TEXT	mission 20, entry 08	No Power	НЕТ ПИТАНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0631	MISSION_TEXT	mission 20, entry 09	Power Relay	СИЛОВОЕ РЕЛЕ	proofread native override (replaces mission_menu.dat)
SF-RU-0632	MISSION_TEXT	mission 20, entry 10	Elevator Control Panel	ПУЛЬТ УПРАВЛЕНИЯ ЛИФТОМ	proofread native override (replaces mission_menu.dat)
SF-RU-0633	MISSION_TEXT	mission 20, entry 11	Elevator activated	ЛИФТ ВКЛЮЧЁН	proofread native override (replaces mission_menu.dat)
SF-RU-0634	MISSION_TEXT	mission 20, entry 12	Control Panel	ПУЛЬТ УПРАВЛЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0635	MISSION_TEXT	mission 20, entry 13	Safety Released	БЛОКИРОВКА СНЯТА	proofread native override (replaces mission_menu.dat)
SF-RU-0636	MISSION_TEXT	mission 20, entry 14	Need missile codes	НУЖНЫ КОДЫ САМОУНИЧТОЖЕНИЯ РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0637	MISSION_TEXT	mission 20, entry 15	R-9 Devyatka Missile	РАКЕТА R-9 ДЕВЯТКА	proofread native override (replaces mission_menu.dat)
SF-RU-0638	MISSION_TEXT	mission 20, entry 16	Command Computer	КОМПЬЮТЕР УПРАВЛЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0639	BRIEFING	mission 01, location		ВАШИНГТОН, ОКРУГ КОЛУМБИЯ	proofread built-in briefing
SF-RU-0640	BRIEFING	mission 01, mission title		ДЖОРДЖИЯ-СТРИТ	proofread built-in briefing
SF-RU-0641	BRIEFING	mission 01, date/time		08/23 22:45	proofread built-in briefing
SF-RU-0642	BRIEFING	mission 01, directive		ДИРЕКТИВА АГЕНТСТВА:\n\nНАШ ИНФОРМАТОР В ФБР УСТАНОВИЛ МЕСТО ПЛАНИРУЕМОЙ ТЕРРОРИСТИЧЕСКОЙ АТАКИ С ПРИМЕНЕНИЕМ ВИРУСА - МЕТРО ВАШИНГТОНА. ИСТОЧНИКИ В МИНИСТЕРСТВЕ ОБОРОНЫ США И ИНТЕРПОЛЕ ПОДТВЕРДИЛИ ЛИЧНОСТИ ТЕРРОРИСТОВ. ВЫ БУДЕТЕ ВЫСАЖЕНЫ ПОСЛЕ НАЧАЛА ОПЕРАЦИИ КОМАНДОВАНИЯ ХИМИЧЕСКОЙ И БИОЛОГИЧЕСКОЙ ЗАЩИТЫ АРМИИ США (CBDC).	proofread built-in briefing
SF-RU-0643	BRIEFING	mission 01, additional directive		ВАШИ ЦЕЛИ - ЭРИХ РОМЕР, ПАВЕЛ КРАВИЧ, МАРА АРАМОВА И АНТОН ГИРДО. СПУТНИКОВАЯ СЛУЖБА ПЕРЕХВАТИЛА КОДИРОВАННЫЙ РАДИООБМЕН. В ЭТОМ РАЙОНЕ ДОЛЖНА НАХОДИТЬСЯ СТАНЦИЯ СВЯЗИ РОМЕРА. ПРИ НЕОБХОДИМОСТИ ПОМОГИТЕ СЛУЖБЕ CBDC. ПО ВОЗМОЖНОСТИ ИЗБЕГАЙТЕ ЖЕРТВ СРЕДИ МИРНЫХ ЖИТЕЛЕЙ. ДОПОЛНИТЕЛЬНЫЕ СВЕДЕНИЯ СМОТРИТЕ В СПИСКЕ ЦЕЛЕЙ.	proofread built-in briefing
SF-RU-0644	BRIEFING	mission 02, location		ВАШИНГТОН, ОКРУГ КОЛУМБИЯ	proofread built-in briefing
SF-RU-0645	BRIEFING	mission 02, mission title		РАЗРУШЕННОЕ МЕТРО	proofread built-in briefing
SF-RU-0646	BRIEFING	mission 02, date/time		08/23 23:45	proofread built-in briefing
SF-RU-0647	BRIEFING	mission 02, directive		СООБЩЕНИЕ ОТ ЭДВАРДА БЕНТОНА:\n\nТЕБЕ ПОВЕЗЛО ОСТАТЬСЯ В ЖИВЫХ. ДЕСЯТЬ КВАРТАЛОВ В ЦЕНТРЕ ВАШИНГТОНА ТОЛЬКО ЧТО ПРОВАЛИЛИСЬ НА ДВАДЦАТЬ ФУТОВ. ПОХОЖЕ, ЭРИХ РОМЕР ЗАМИНИРОВАЛ ВСЮ ПОДЗЕМКУ КАК ЧАСТЬ ПЛАНА ОТСТУПЛЕНИЯ.	proofread built-in briefing
SF-RU-0648	BRIEFING	mission 02, additional directive		СКОРЕЕ ВСЕГО, ТЫ СОРВАЛ ЕГО ГРАФИК, И ОН ВСЁ ЕЩЁ НАХОДИТСЯ РЯДОМ. МАРА АРАМОВА И АНТОН ГИРДО ТАКЖЕ НЕ НАЙДЕНЫ. НЕ ДАЙ ЭРИХУ РОМЕРУ ПОКИНУТЬ ТЕРМИНАЛ. УЧТИ: ТЫ ПОЛНОСТЬЮ ОТРЕЗАН ОТ ПОДКРЕПЛЕНИЙ.	proofread built-in briefing
SF-RU-0649	BRIEFING	mission 03, location		ВАШИНГТОН, ОКРУГ КОЛУМБИЯ	proofread built-in briefing
SF-RU-0650	BRIEFING	mission 03, mission title		ГЛАВНАЯ ЛИНИЯ МЕТРО	proofread built-in briefing
SF-RU-0651	BRIEFING	mission 03, date/time		08/24 00:30	proofread built-in briefing
SF-RU-0652	BRIEFING	mission 03, directive		СООБЩЕНИЕ ОТ ЭДВАРДА БЕНТОНА:\n\nЛОГАН, ПО ДАННЫМ РАЗВЕДКИ, РОМЕР ПОКИНУЛ МЕСТО ОПЕРАЦИИ. ГРУППА ДЖЕНКИНСА СТОЛКНУЛАСЬ С СЕРЬЁЗНЫМ СОПРОТИВЛЕНИЕМ В РАЙОНЕ ВАШИНГТОН-ПАРКА, А ПОЛИЦИЯ ОКРУГА КОЛУМБИЯ СООБЩАЕТ О ПЯТНАДЦАТИ ПОГИБШИХ СОТРУДНИКАХ. МЫ ОПАСАЕМСЯ, ЧТО УТЕЧКА В АГЕНТСТВЕ ВЫДАЛА ЕГО ПОЗИЦИЮ.	proofread built-in briefing
SF-RU-0653	BRIEFING	mission 03, additional directive		ИНТЕРПОЛ ПОДТВЕРДИЛ ЛИЧНОСТЬ МАРЫ АРАМОВОЙ. НЕ ДАЙ ЕЙ СКРЫТЬСЯ. ВНИМАНИЕ: ФЕДЕРАЛЬНОЕ АГЕНТСТВО ПО ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ ИСПОЛЬЗУЕТ ПУТИ ВОСТОЧНОГО НАПРАВЛЕНИЯ ДЛЯ ПЕРЕВОЗКИ СПАСАТЕЛЕЙ. НЕ ПРИМЕНЯЙ В ТОННЕЛЕ ВЗРЫВЧАТКУ, ИНАЧЕ ПОЕЗД СОЙДЁТ С РЕЛЬСОВ.	proofread built-in briefing
SF-RU-0654	BRIEFING	mission 04, location		ВАШИНГТОН, ОКРУГ КОЛУМБИЯ	proofread built-in briefing
SF-RU-0655	BRIEFING	mission 04, mission title		ВАШИНГТОН-ПАРК	proofread built-in briefing
SF-RU-0656	BRIEFING	mission 04, date/time		08/24 00:45	proofread built-in briefing
SF-RU-0657	BRIEFING	mission 04, directive		СООБЩЕНИЕ ОТ ЭДВАРДА БЕНТОНА:\n\nИЗМЕНЕНИЕ ЗАДАНИЯ: КОМАНДОВАНИЕ ХИМИЧЕСКОЙ И БИОЛОГИЧЕСКОЙ ЗАЩИТЫ ЗАПРОСИЛО ПРЯМОЕ ВМЕШАТЕЛЬСТВО И ПОМОЩЬ. НОВЫЕ ПРИКАЗЫ: НАЙТИ ВИРУСНЫЕ БОМБЫ, УСТАНОВИТЬ МАЯКИ, ДОЖДАТЬСЯ ПРИБЫТИЯ СЛУЖБЫ CBDC И ОБЕСПЕЧИТЬ ОГНЕВОЕ ПРИКРЫТИЕ. БОМБЫ ВЗОРВУТСЯ В ТЕЧЕНИЕ ЧАСА.	proofread built-in briefing
SF-RU-0658	BRIEFING	mission 04, additional directive		СОПРОТИВЛЕНИЕ ТЕРРОРИСТОВ ОЧЕНЬ СИЛЬНОЕ. ПО ДАННЫМ АГЕНТСТВА, ОПЕРАЦИЕЙ В ПАРКЕ РУКОВОДИТ АНТОН ГИРДО. БУДЬ ОСТОРОЖЕН. СВЯЗЬ С ГРУППОЙ ДЖЕНКИНСА ПОТЕРЯНА.	proofread built-in briefing
SF-RU-0659	BRIEFING	mission 05, location		ВАШИНГТОН, ОКРУГ КОЛУМБИЯ	proofread built-in briefing
SF-RU-0660	BRIEFING	mission 05, mission title		МЕМОРИАЛ СВОБОДЫ	proofread built-in briefing
SF-RU-0661	BRIEFING	mission 05, date/time		08/24 01:15	proofread built-in briefing
SF-RU-0662	BRIEFING	mission 05, directive		ПЕРЕДАНО РАЗВЕДКОЙ АГЕНТСТВА:\n\nСПУТНИК-ШПИОН ЗАВЕРШИЛ ПОДРОБНЫЙ АНАЛИЗ БРОНИ АНТОНА ГИРДО: ОНА НЕУЯЗВИМА ДЛЯ ОБЫЧНОГО ОРУЖИЯ. НАШИ СПЕЦИАЛИСТЫ ИЩУТ РЕШЕНИЕ, НО ВАШЕМУ АГЕНТУ, ВОЗМОЖНО, ПРИДЁТСЯ ИМПРОВИЗИРОВАТЬ И ИСКАТЬ СЛАБОЕ МЕСТО.	proofread built-in briefing
SF-RU-0663	BRIEFING	mission 05, additional directive		НАШ ДЕМИНЕР УСТАНОВИЛ: ЛЮБОЙ ВЗРЫВ ПРИВЕДЁТ В ДЕЙСТВИЕ ВИРУСНУЮ БОМБУ.	proofread built-in briefing
SF-RU-0664	BRIEFING	mission 06, location		НЬЮ-ЙОРК	proofread built-in briefing
SF-RU-0665	BRIEFING	mission 06, mission title		ПРИЁМНАЯ ЭКСПОЦЕНТРА	proofread built-in briefing
SF-RU-0666	BRIEFING	mission 06, date/time		08/25 19:00	proofread built-in briefing
SF-RU-0667	BRIEFING	mission 06, directive		СООБЩЕНИЕ ОТ ТОМАСА МАРКИНСОНА:\n\nЯ ОДОБРИЛ ТВОЙ ЗАПРОС НА ДОСТУП К ДОСЬЕ ФБР НА ДЖОНАТАНА ФЭЙГАНА. ВОЗМОЖНО, ТВОИ ПОДОЗРЕНИЯ ВЕРНЫ. ВЕЧЕРНИЙ ПРИЕМ ФАРКОМ МОЖЕТ БЫТЬ ПРИКРЫТИЕМ ДЛЯ ВСТРЕЧИ ФЭЙГАНА С РОМЕРОМ. НЕ ВЫПУСКАЙ ФЭЙГАНА ИЗ ВИДУ.	proofread built-in briefing
SF-RU-0668	BRIEFING	mission 06, additional directive		ТЕБЯ НЕ ДОЛЖНЫ ЗАМЕТИТЬ ИЛИ ЗАХВАТИТЬ. ОХРАНУ ФЭЙГАНА РАЗРЕШЕНО УСТРАНЯТЬ, НО ТОЛЬКО ИЗ ОРУЖИЯ С ГЛУШИТЕЛЕМ. ПОСЛЕ НАБЛЮДЕНИЯ ЗА ВСТРЕЧЕЙ ЗАХВАТИ ФЭЙГАНА ЖИВЫМ ЛЮБОЙ ЦЕНОЙ. ОФИЦИАЛЬНО АГЕНТСТВО НИЧЕГО ОБ ЭТОМ НЕ ЗНАЕТ.	proofread built-in briefing
SF-RU-0669	BRIEFING	mission 07, location		НЬЮ-ЙОРК	proofread built-in briefing
SF-RU-0670	BRIEFING	mission 07, mission title		ДИНОРАМА ЭКСПОЦЕНТРА	proofread built-in briefing
SF-RU-0671	BRIEFING	mission 07, date/time		08/25 19:15	proofread built-in briefing
SF-RU-0672	BRIEFING	mission 07, directive		СООБЩЕНИЕ ОТ ЛИАН СИН:\n\nАРАМОВА ДОПРАШИВАЕТ ФЭЙГАНА У ЭКСПОЗИЦИИ ДИНОЗАВРОВ. АУДИОКАНАЛЫ ПРОПАДАЮТ, НО ОНА ПОСТОЯННО УПОМИНАЕТ СИФОН ФИЛЬТР.	proofread built-in briefing
SF-RU-0673	BRIEFING	mission 07, additional directive		У МАРЫ АРАМОВОЙ И ДЖОНАТАНА ФЭЙГАНА ЕСТЬ НУЖНЫЕ НАМ СВЕДЕНИЯ. ТЫ ДОЛЖЕН ПОМЕШАТЬ АРАМОВОЙ УБИТЬ ФЭЙГАНА, НО АРАМОВА ТАКЖЕ ДОЛЖНА УЦЕЛЕТЬ.	proofread built-in briefing
SF-RU-0674	BRIEFING	mission 08, location		РОЗОВКА, КАЗАХСТАН	proofread built-in briefing
SF-RU-0675	BRIEFING	mission 08, mission title		БАЗА РОМЕРА	proofread built-in briefing
SF-RU-0676	BRIEFING	mission 08, date/time		09/01 21:00	proofread built-in briefing
SF-RU-0677	BRIEFING	mission 08, directive		СООБЩЕНИЕ ОТ ТОМАСА МАРКИНСОНА:\n\nЯ ЗНАЮ, ЧТО ПОДОБНЫЕ ВОЕННЫЕ ОПЕРАЦИИ ОБЫЧНО ПРОВОДЯТ НАШИ АГЕНТЫ ИЗ АРМЕЙСКИХ РЕЙНДЖЕРОВ, НО ПО ОЧЕВИДНЫМ ПРИЧИНАМ Я ПОРУЧАЮ ЭТО ТЕБЕ: НАЙДИ И СОСТАВЬ ОПИСЬ РАКЕТНОГО АРСЕНАЛА БАЗЫ, УСТАНОВИ ЗАРЯДЫ C4 В КЛЮЧЕВЫХ ТОЧКАХ И УСТРАНИ ГАБРЕКА, КОМАНДИРА БАЗЫ.	proofread built-in briefing
SF-RU-0678	BRIEFING	mission 08, additional directive		ОТКЛЮЧИ РАДАР ПРОТИВОВОЗДУШНОЙ ОБОРОНЫ БАЗЫ, ЧТОБЫ ЛИАН МОГЛА НАЧАТЬ ЭВАКУАЦИЮ. ПОСЛЕ УСТАНОВКИ ВЗРЫВЧАТКИ У ТЕБЯ ОСТАНЕТСЯ МАЛО ВРЕМЕНИ, ЧТОБЫ ДОБРАТЬСЯ ДО ТОЧКИ ЭВАКУАЦИИ.	proofread built-in briefing
SF-RU-0679	BRIEFING	mission 09, location		РОЗОВКА, КАЗАХСТАН	proofread built-in briefing
SF-RU-0680	BRIEFING	mission 09, mission title		БУНКЕР БАЗЫ	proofread built-in briefing
SF-RU-0681	BRIEFING	mission 09, date/time		09/01 21:30	proofread built-in briefing
SF-RU-0682	BRIEFING	mission 09, directive		СООБЩЕНИЕ ОТ ЛИАН СИН:\n\nГЕЙБ, ВСЕ УСТАНОВЛЕННЫЕ ТОБОЙ ЗАРЯДЫ ВЗВЕДЕНЫ И ГОТОВЫ К ПОДРЫВУ. ТЕПЕРЬ НУЖНО ТОЛЬКО ЗАРЕГИСТРИРОВАТЬ РАКЕТЫ SS-23 И ДОБРАТЬСЯ ДО КРЫШИ. ПО МЕРЕ ПРОВЕРКИ КАЖДОЙ РАКЕТЫ Я БУДУ ПЕРЕДАВАТЬ КОДЫ ЗАПУСКА В ШТАБ. НЕ ЗАКРЫВАЙ КАНАЛ СВЯЗИ.	proofread built-in briefing
SF-RU-0683	BRIEFING	mission 09, additional directive		ПРИ ВХОДЕ В БУНКЕР СРАБОТАЛ ДАТЧИК ДВИЖЕНИЯ. БАЗА ПОДНЯТА ПО ТРЕВОГЕ, ПОЭТОМУ ВЕРНУТЬСЯ НА ПОВЕРХНОСТЬ ПРЕЖНИМ ПУТЁМ НЕ УДАСТСЯ. НА СПУТНИКОВЫХ СНИМКАХ ВИДЕН ГРУЗОВОЙ ЛИФТ НА КРЫШЕ. ВЕРОЯТНО, ОН СВЯЗАН С БУНКЕРОМ. ЭТО ТВОЙ ПУТЬ НАРУЖУ.	proofread built-in briefing
SF-RU-0684	BRIEFING	mission 10, location		РОЗОВКА, КАЗАХСТАН	proofread built-in briefing
SF-RU-0685	BRIEFING	mission 10, mission title		БАШНЯ БАЗЫ	proofread built-in briefing
SF-RU-0686	BRIEFING	mission 10, date/time		09/01 21:40	proofread built-in briefing
SF-RU-0687	BRIEFING	mission 10, directive		СООБЩЕНИЕ ОТ ЛИАН СИН:\n\nПАТРУЛИ РОМЕРА ОБНАРУЖИЛИ МЕНЯ И ОТКРЫЛИ ПЛОТНЫЙ ОГОНЬ. ТЕБЕ ЛУЧШЕ СКОРЕЕ ОТКЛЮЧИТЬ РАДАР, ИНАЧЕ Я НЕ СМОГУ ВЗЛЕТЕТЬ. ПАНЕЛЬ УПРАВЛЕНИЯ ДОЛЖНА НАХОДИТЬСЯ У ЕГО ОСНОВАНИЯ.	proofread built-in briefing
SF-RU-0688	BRIEFING	mission 10, additional directive		ГРУППА ТОМАСА МАРКИНСОНА БУДЕТ НАГОТОВЕ НА СЛУЧАЙ НЕПРЕДВИДЕННОГО. ПОТОРОПИСЬ, ГЕЙБ.	proofread built-in briefing
